ParticipantName,[data quality]Value,[Gender]Value,MediaName,FixationIndex,SaccadeIndex,GazeEventType,GazeEventDuration,AOI[A]Hit,AOI[D]Hit,AOI[G]Hit,AOI[J]Hit,AOI[P]Hit,AOI[B]Hit,AOI[E]Hit,AOI[H]Hit,AOI[K]Hit,AOI[C]Hit,AOI[F]Hit,AOI[I]Hit,AOI[L]Hit,AOI[N]Hit,AOI[M]Hit,AOI[O]Hit,AOI[Q]Hit,AOI[R]Hit
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,16,,Fixation,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,16,,Fixation,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,16,,Fixation,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,16,,Fixation,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,16,,Fixation,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,17,,Fixation,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,17,,Fixation,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,17,,Fixation,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,17,,Fixation,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,17,,Fixation,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,39,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,39,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,39,Saccade,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,40,Saccade,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,40,Saccade,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P11F,>70%,Female,Normal Sinus Rhythm.JPG,,,Unclassified,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
